
100 1e-06
600 0
1100 2e-06
1600 1e-06
2100 2e-06
2600 2e-06
3100 2e-06
3600 1e-06
4100 2e-06
4600 3e-06
5100 1e-06
5600 1e-06
6100 2e-06
6600 1e-06
7100 2e-06
7600 2e-06
8100 0
8600 1e-06
9100 1e-06
9600 2e-06
10100 2e-06
10600 2e-06
11100 2e-06
11600 1e-06
12100 2e-06
12600 2e-06
13100 3e-06
13600 1e-06
14100 1e-06
14600 2e-06
15100 2e-06
15600 0
16100 2e-06
16600 3e-06
17100 2e-06
17600 2e-06
18100 3e-06
18600 1e-06
19100 1e-06
19600 1e-06
20100 2e-06
20600 1e-06
21100 2e-06
21600 1e-06
22100 1e-06
22600 2e-06
23100 2e-06
23600 2e-06
24100 2e-06
24600 1e-06
25100 2e-06
25600 0
26100 3e-06
26600 2e-06
27100 2e-06
27600 1e-06
28100 2e-06
28600 1e-06
29100 1e-06
29600 1e-06
30100 1e-06
30600 1e-06
31100 1e-06
31600 3e-06
32100 1e-06
32600 2e-06
33100 2e-06
33600 1e-06
34100 2e-06
34600 2e-06
35100 2e-06
35600 2e-06
36100 1e-06
36600 1e-06
37100 1e-06
37600 1e-06
38100 1e-06
38600 2e-06
39100 2e-06
39600 1e-06
40100 1e-06
40600 0
41100 2e-06
41600 1e-06
42100 1e-06
42600 1e-06
43100 1e-06
43600 1e-06
44100 1e-06
44600 0
45100 1e-06
45600 1e-06
46100 2e-06
46600 2e-06
47100 1e-06
47600 1e-06
48100 2e-06
48600 1e-06
49100 2e-06
49600 1e-06
50100 1e-06
50600 0
51100 2e-06
51600 1e-06
52100 2e-06
52600 0
53100 1e-06
53600 1e-06
54100 0
54600 1e-06
55100 1e-06
55600 1e-06
56100 0
56600 1e-06
57100 1e-06
57600 1e-06
58100 1e-06
58600 1e-06
59100 0
59600 1e-06
